Geneid	Symbol	GElaS
ENSMFAG00000000478	PCYT2	0.308964825394827
ENSMFAG00000037944	NUDT16L1	0.285338017035954
ENSMFAG00000032372	CCDC68	0.823329980984579
ENSMFAG00000001629	INO80D	0.25897889435963
ENSMFAG00000001632	PALLD	0.618622121707888
ENSMFAG00000036109	TMEM30A	0.162872318557631
ENSMFAG00000032680	FLYWCH2	0.159320581017411
ENSMFAG00000036710	WDR26	0.186092296238024
ENSMFAG00000039488	GPR176	0.0931080125262901
ENSMFAG00000011842	TUT4	0.0862599738373056
ENSMFAG00000041582	SPAST	0.109793235480266
ENSMFAG00000000778	CARS1	0.567285817116671
ENSMFAG00000040152	RBX1	0.175547354437854
ENSMFAG00000042968	WSB1	0.185356183105364
ENSMFAG00000046030	NAPG	0.113973312112758
ENSMFAG00000030258	RBM33	0.184510998175153
ENSMFAG00000038344	NDUFB4	0.111251962423159
ENSMFAG00000042581	RPS7	0.0499847193704311
ENSMFAG00000037837	MAP3K2	0.375679147445822
ENSMFAG00000000229	IL6	2.52667628040718
ENSMFAG00000042978	THSD7A	0.253112616352026
ENSMFAG00000060196	""	0.218379982145959
ENSMFAG00000032045	PHF24	0.593731716696847
ENSMFAG00000039542	PCSK5	0.919503025116286
ENSMFAG00000041345	LAMTOR4	0.247766244310098
ENSMFAG00000001863	KDM5A	0.551461525130469
ENSMFAG00000044000	MGAT4A	0.178135134913302
ENSMFAG00000035190	COX7C	0.21461531743666
ENSMFAG00000031374	PREX2	0.306622874605178
ENSMFAG00000045009	RBFA	0.224156279524495
ENSMFAG00000032161	MED12	0.105005069623245
ENSMFAG00000000624	CACYBP	0.25726633818748
ENSMFAG00000036174	TCP11L1	0.174391149100633
ENSMFAG00000039710	MKLN1	0.180568183848641
ENSMFAG00000018627	GJA5	0.705045101709609
ENSMFAG00000000408	THAP3	0.242064466534174
ENSMFAG00000044130	PTPRG	0.483089087569099
ENSMFAG00000003378	GALNTL6	0.31204950052948
ENSMFAG00000031388	STUB1	0.211529393381406
ENSMFAG00000031054	ZNF507	0.505771050920643
ENSMFAG00000052778	""	0.408249769977562
ENSMFAG00000003346	""	0.0887459969483409
ENSMFAG00000004557	PALM2AKAP2	1.07082552163374
ENSMFAG00000003635	ITGAV	0.234281378663604
ENSMFAG00000042081	ADAMTS12	0.0997694208347182
ENSMFAG00000039295	LRRC32	0.354360196996329
ENSMFAG00000039933	FOXF1	0.416936140562011
ENSMFAG00000000742	""	0.0694521213690012
ENSMFAG00000031895	COL25A1	0.126286321617497
ENSMFAG00000037295	NRK	0
ENSMFAG00000041226	SNRK	0.901591639934434
ENSMFAG00000039115	RTF1	0.120354623505517
ENSMFAG00000016338	""	0.093958092878312
ENSMFAG00000043897	""	0.119269599609486
ENSMFAG00000039531	""	0.156213533995082
ENSMFAG00000041931	NAA35	0.179191920126869
ENSMFAG00000000195	NAALADL2	0.291075402549072
ENSMFAG00000038318	LUZP1	0.265626454178295
ENSMFAG00000001298	HIVEP2	0.34676434478504
ENSMFAG00000045683	PELI1	0.10151636132099
ENSMFAG00000044456	PXDC1	0.244205900211982
ENSMFAG00000042918	""	0
ENSMFAG00000045832	""	0.233560945602754
ENSMFAG00000044927	SLC1A5	0.260974630169235
ENSMFAG00000002412	NQO1	0.035025942334177
ENSMFAG00000036110	""	0.233462646142106
ENSMFAG00000045772	ZNF621	0.1617922016065
